iter	RMSE
277	11.3601458
278	11.34156371
279	11.3349297
280	11.32114032
281	11.30771342
282	11.29937565
283	11.28071077
284	11.27508941
285	11.27040447
286	11.25738513
287	11.23910361
288	11.22073254
289	11.20696122
290	11.19353541
291	11.17438771
292	11.16142709
293	11.14850113
294	11.11942431
295	11.10844933
296	11.09679979
297	11.09160277
298	11.08305608
299	11.07878311
300	11.07052164
301	11.05523235
302	11.05053187
303	11.04189108
304	11.0227855
305	11.00735092
306	10.99295546
307	10.98399898
308	10.96863112
309	10.96565589
310	10.95764253
311	10.95404756
312	10.95009558
313	10.92320381
314	10.90671561
315	10.89326715
316	10.88617955
317	10.87146232
318	10.85668292
319	10.84967967
320	10.83488632
321	10.82425295
322	10.81115481
323	10.79809971
324	10.79040917
325	10.78009767
326	10.77111094
327	10.76151434
328	10.75129079
329	10.73386899
330	10.7297977
331	10.71563972
332	10.71051188
333	10.69456626
334	10.68963499
335	10.67919447
336	10.6757339
337	10.66613229
338	10.65442143
339	10.64949805
340	10.64265588
341	10.6297195
342	10.62114678
343	10.60532914
344	10.59014027
345	10.58151767
346	10.57776025
347	10.57099389
348	10.56194617
349	10.55029801
350	10.53982683
351	10.52808883
352	10.52457631
353	10.51979742
354	10.51015283
355	10.49782946
356	10.48764263
357	10.48285024
358	10.47371747
359	10.46265605
360	10.4536009
361	10.44352555
362	10.43445714
363	10.42765434
364	10.42451155
365	10.41529374
366	10.4061578
367	10.39549184
368	10.39160199
369	10.38126523
370	10.37255668
371	10.3648756
372	10.35686991
373	10.35009926
374	10.34243777
375	10.33749125
376	10.32226209
377	10.31108399
378	10.30281083
379	10.29581638
380	10.2864224
381	10.28141959
382	10.27114858
383	10.26374868
384	10.25951057
385	10.25402309
386	10.24760035
387	10.24511678
388	10.24237187
389	10.23493275
390	10.22169032
391	10.21021909
392	10.20446904
393	10.19558778
394	10.18846145
395	10.18602222
396	10.17180113
397	10.16722077
398	10.16171875
399	10.15778486
400	10.15414327
401	10.14655547
402	10.13961006
403	10.12191417
404	10.11563841
405	10.10842553
406	10.10496563
407	10.09983162
408	10.09637174
409	10.09388192
410	10.08836578
411	10.07846615
412	10.07326504
413	10.06328474
414	10.05748158
415	10.05370905
416	10.04381497
417	10.04135009
418	10.03503315
419	10.02582806
420	10.02086463
421	10.01562416
422	10.00668985
423	10.00484253
424	9.994447535
425	9.989606372
426	9.98455577
427	9.980994071
428	9.976214888
429	9.967822634
430	9.965785507
431	9.961254714
432	9.956511944
433	9.946712454
434	9.943153225
435	9.937561169
436	9.923256346
437	9.918000257
438	9.912623986
439	9.902957987
440	9.898862142
441	9.894949204
442	9.890595322
443	9.888626857
444	9.883951676
445	9.879651253
446	9.868079705
447	9.856817184
448	9.853995527
449	9.849047184
450	9.846167748
451	9.843890006
452	9.830911865
453	9.825346604
454	9.82320964
455	9.819319363
456	9.814714022
457	9.81047602
458	9.802843173
459	9.798972099
460	9.795637892
461	9.792144544
462	9.783111703
463	9.77529913
464	9.764970255
465	9.761333446
466	9.757443582
467	9.752208266
468	9.748987357
469	9.737938278
470	9.735358025
471	9.733189256
472	9.725634064
473	9.723833022
474	9.720067226
475	9.715971315
476	9.712586765
477	9.708595697
478	9.699399769
479	9.69297994
480	9.681625555
481	9.678985646
482	9.670707458
483	9.662452425
484	9.658114156
485	9.648172987
486	9.641252178
487	9.638996449
488	9.635118334
489	9.630232696
490	9.62425831
491	9.621050986
492	9.618418484
493	9.609151177
494	9.606011795
495	9.601773846
496	9.598101955
497	9.590188592
498	9.582985583
499	9.578753893
500	9.575019805
501	9.566872316
502	9.559943346
503	9.556658382
504	9.55023341
505	9.544704301
506	9.54259991
507	9.539200323
508	9.537421369
509	9.529931982
510	9.524484218
511	9.522784938
512	9.521094344
513	9.514391089
514	9.511555756
515	9.508027997
516	9.505212724
517	9.503034282
518	9.495674469
519	9.492469263
520	9.482276833
521	9.477307337
522	9.473852326
523	9.471299329
524	9.467339627
525	9.457902159
526	9.450501045
527	9.447500125
528	9.44552416
529	9.436678319
530	9.433374331
531	9.429337228
532	9.425592771
533	9.423951115
534	9.417895533
535	9.4153403
536	9.413846187
537	9.40803951
538	9.406664263
539	9.398260313
540	9.396716955
541	9.391375201
542	9.387430478
543	9.385084244
544	9.377039501
545	9.373914642
546	9.371676962
547	9.366688274
548	9.355945802
549	9.350529849
550	9.347366851
551	9.344468009
552	9.336997314
553	9.335200098
554	9.331112184
555	9.328180685
556	9.326058435
557	9.324125991
558	9.321375531
559	9.320013347
560	9.315244717
561	9.308303443
562	9.301031208
563	9.293336867
564	9.288101823
565	9.285710749
566	9.284177561
567	9.281451201
568	9.271398363
569	9.267081436
570	9.263317865
571	9.256060815
572	9.25434881
573	9.25127392
574	9.249911164
575	9.2467502
576	9.244399231
577	9.242396833
578	9.238358798
579	9.231152348
580	9.227654399
581	9.219821969
582	9.214637275
583	9.20814149
584	9.204800031
585	9.202922108
586	9.199452794
587	9.198190553
588	9.195704684
589	9.193694186
590	9.19095995
591	9.189823903
592	9.188088018
593	9.177672739
594	9.174583862
595	9.168203261
596	9.164408597
597	9.162119932
598	9.158357767
599	9.156100458
600	9.155223166
601	9.153366057
602	9.152093545
603	9.151190685
604	9.143774851
605	9.141805615
606	9.139547879
607	9.132806822
608	9.129848723
609	9.125835547
610	9.124402218
611	9.116955962
612	9.114999307
613	9.105806867
614	9.093117219
615	9.09102983
616	9.082589067
617	9.076147668
618	9.074676436
619	9.066736629
620	9.055952971
621	9.054201598
622	9.050565465
623	9.049541399
624	9.048198033
625	9.046984786
626	9.038559014
627	9.030684206
628	9.023257263
629	9.015875401
630	9.013588746
631	9.011052505
632	9.008123459
633	9.001228168
634	8.993834144
635	8.989714587
636	8.987648595
637	8.980696448
638	8.971445417
639	8.965120141
640	8.963950459
641	8.962318954
642	8.95993049
643	8.948528184
644	8.945752282
645	8.943205372
646	8.94234675
647	8.936227613
648	8.928651882
649	8.92643309
650	8.916851931
651	8.912189102
652	8.909383879
653	8.907905646
654	8.905844381
655	8.903885598
656	8.902018538
657	8.900043907
658	8.897956325
659	8.895930047
660	8.894078316
661	8.892722224
662	8.888181294
663	8.884035116
664	8.882961662
665	8.878686517
666	8.876845962
667	8.875619872
668	8.868435173
669	8.865944842
670	8.865223039
671	8.863223172
672	8.860645585
673	8.858490628
674	8.856908324
675	8.855666738
676	8.853647156
677	8.851926023
678	8.846466803
679	8.837399678
680	8.831964088
681	8.830566657
682	8.828866313
683	8.820251184
684	8.81738444
685	8.815596853
686	8.813885903
687	8.812420523
688	8.803736643
689	8.801435774
690	8.800501041
691	8.794565169
692	8.792830044
693	8.790600806
694	8.786548498
695	8.784816211
696	8.783281204
697	8.781176126
698	8.779620945
699	8.777908191
700	8.773093517
701	8.763969056
702	8.762708871
703	8.7612116
704	8.758273723
705	8.75394699
706	8.753343081
707	8.743597203
708	8.73673597
709	8.733369355
710	8.732088861
711	8.731271506
712	8.729863296
713	8.728543631
714	8.717466856
715	8.710442881
716	8.709904316
717	8.707881299
718	8.6990847
719	8.697597196
720	8.695832202
721	8.694215764
722	8.692630922
723	8.691615125
724	8.690563073
725	8.689310361
726	8.687777094
727	8.686166375
728	8.684700572
729	8.683523943
730	8.681637229
731	8.680736308
732	8.673274371
733	8.672662004
734	8.671422215
735	8.669721007
736	8.668589395
737	8.667397616
738	8.656127229
739	8.654630833
740	8.653327091
741	8.652061862
742	8.647596154
743	8.645716814
744	8.644029357
745	8.636630054
746	8.633846792
747	8.62769123
748	8.626555422
749	8.625116531
750	8.624653888
751	8.622865135
752	8.619603171
753	8.616746124
754	8.615018895
755	8.607195549
756	8.605470961
757	8.603417358
758	8.60230502
759	8.594980889
760	8.592935878
761	8.591904825
762	8.59102778
763	8.589991634
764	8.582505649
765	8.577867093
766	8.576913266
767	8.575265672
768	8.567975606
769	8.566451904
770	8.565025789
771	8.560175273
772	8.559202528
773	8.557817565
774	8.556595786
775	8.555318956
776	8.554126995
777	8.547404091
778	8.538933976
779	8.534503975
780	8.531453921
781	8.529795549
782	8.526169923
783	8.5247746
784	8.518965486
785	8.514303181
786	8.508908443
787	8.501122211
788	8.499598065
789	8.498316822
790	8.494586052
791	8.493565264
792	8.492147629
793	8.48792236
794	8.482183206
795	8.481277989
796	8.480075495
797	8.479082452
798	8.473732459
799	8.469619238
800	8.468004163
801	8.461838401
802	8.456291859
803	8.448841616
804	8.447835877
805	8.446825941
806	8.445422748
807	8.438391623
808	8.433948692
809	8.426114884
810	8.424780546
811	8.422424573
812	8.419972458
813	8.417939985
814	8.417013895
815	8.416438748
816	8.41511972
817	8.409977955
818	8.408609909
819	8.403286558
820	8.395846869
821	8.394897892
822	8.393126292
823	8.385581489
824	8.384147795
825	8.379493082
826	8.372363066
827	8.365326654
828	8.362247847
829	8.357685655
830	8.357060929
831	8.35597977
832	8.354786351
833	8.349654057
834	8.346185559
835	8.345247985
836	8.34416355
837	8.340878235
838	8.340036678
839	8.339341179
840	8.338422096
841	8.337660848
842	8.333343168
843	8.330142928
844	8.329128118
845	8.324901107
846	8.323774952
847	8.322430484
848	8.321491124
849	8.320475669
850	8.316606928
851	8.315538155
852	8.311757476
853	8.310577077
854	8.307029935
855	8.305999141
856	8.302371216
857	8.297940384
858	8.297002232
859	8.293627867
860	8.285750144
861	8.284892062
862	8.282374298
863	8.279848252
864	8.27608569
865	8.272565142
866	8.271421797
867	8.268399303
868	8.264459307
869	8.263389576
870	8.259932197
871	8.257715583
872	8.255765586
873	8.248766729
874	8.247873717
875	8.247163369
876	8.243392982
877	8.240562702
878	8.239718429
879	8.238668178
880	8.237324573
881	8.236378545
882	8.235023724
883	8.234030128
884	8.228846569
885	8.227365755
886	8.225862423
887	8.223270429
888	8.222748263
889	8.221936295
890	8.218044076
891	8.216910302
892	8.21610541
893	8.214933275
894	8.21375678
895	8.208612214
896	8.203793927
897	8.202811648
898	8.201730694
899	8.198465777
900	8.197184746
901	8.196248751
902	8.191313774
903	8.189379609
904	8.188483987
905	8.183982062
906	8.183397875
907	8.182836847
908	8.180587355
909	8.177688327
910	8.171500741
911	8.168114072
912	8.167229315
913	8.166416471
914	8.162885818
915	8.161714639
916	8.157461977
917	8.155406532
918	8.152092733
919	8.151564641
920	8.151054333
921	8.147757736
922	8.145856133
923	8.143793133
924	8.140712913
925	8.139734426
926	8.138722709
927	8.137950959
928	8.135049524
929	8.134233315
930	8.128936807
931	8.125361326
932	8.124138977
933	8.123359762
934	8.121616617
935	8.118781569
936	8.118121943
937	8.117005663
938	8.112662268
939	8.11177929
940	8.111129338
941	8.110256924
942	8.10721625
943	8.10476095
944	8.10305934
945	8.09964946
946	8.096755862
947	8.092965288
948	8.083904051
949	8.077548654
950	8.076205765
951	8.071316316
952	8.063685673
953	8.060167586
954	8.058798393
955	8.057967377
956	8.057226174
957	8.056231059
958	8.055383583
959	8.054714082
960	8.053934896
961	8.053299292
962	8.045501089
963	8.044697185
964	8.040484864
965	8.034457685
966	8.033568201
967	8.032972963
968	8.031612749
969	8.027932548
970	8.021006414
971	8.020090214
972	8.019285267
973	8.01686716
974	8.016155348
975	8.015719401
976	8.014766691
977	8.013765355
978	8.013025592
979	8.012008316
980	8.011172121
981	8.010634682
982	8.00975278
983	8.009265633
984	8.008540417
985	8.008108371
986	8.004794624
987	8.004101067
988	8.0033289
989	8.002602209
990	8.001716488
991	8.001023078
992	7.999026767
993	7.995917697
994	7.993631791
995	7.992918328
996	7.992490813
997	7.991851166
998	7.991061531
999	7.988975278
